virtual_timestamp,time_of_day,real_timestamp,protocols,src_ip,dst_ip,src_port,dst_port,length
0.0000,36000.0000,1776924002.056366577,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,44024,443,76
0.0000,36000.0000,1776924002.083033061,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,44030,443,76
0.0000,36000.0000,1776924002.112596344,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,36256,21,76
0.0000,36000.0000,1776924002.125325384,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,36258,21,76
1.0009,36001.0009,1776924002.887599273,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,36260,21,76
1.0009,36001.0009,1776924002.905870290,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,36270,21,76
1.0009,36001.0009,1776924002.918824836,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,44032,443,76
1.0009,36001.0009,1776924003.075995618,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,44024,443,76
1.0009,36001.0009,1776924003.107979659,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,44030,443,76
1.0009,36001.0009,1776924003.139924651,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,36258,21,76
1.0009,36001.0009,1776924003.139925524,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,36256,21,76
2.0011,36002.0011,1776924003.855082871,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,36280,21,76
2.0011,36002.0011,1776924003.875357305,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,36292,21,76
2.0011,36002.0011,1776924003.894829009,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,36304,21,76
2.0011,36002.0011,1776924003.907947263,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,36260,21,76
2.0011,36002.0011,1776924003.911937929,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,36270,21,76
2.0011,36002.0011,1776924003.912028266,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,44040,443,76
2.0011,36002.0011,1776924003.920444322,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,36308,21,76
2.0011,36002.0011,1776924003.939975518,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,44032,443,76
