virtual_timestamp,time_of_day,real_timestamp,protocols,src_ip,dst_ip,src_port,dst_port,length
0.0000,77400.0000,1776922165.461565758,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34470,21,76
0.0000,77400.0000,1776922165.489181463,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34478,21,76
1.0009,77401.0009,1776922166.334892407,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34654,443,76
1.0009,77401.0009,1776922166.341673324,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34658,443,76
1.0009,77401.0009,1776922166.467996575,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34470,21,76
1.0009,77401.0009,1776922166.499939178,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34478,21,76
2.0011,77402.0011,1776922167.363932558,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34658,443,76
2.0011,77402.0011,1776922167.363933844,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34654,443,76
2.0011,77402.0011,1776922167.384644377,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34674,443,76
2.0011,77402.0011,1776922167.393367590,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34678,443,76
3.0011,77403.0011,1776922168.314088609,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34482,21,76
3.0011,77403.0011,1776922168.335143901,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34496,21,76
3.0011,77403.0011,1776922168.377616977,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34498,21,76
3.0011,77403.0011,1776922168.391933021,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34674,443,76
3.0011,77403.0011,1776922168.408893373,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34686,443,76
3.0011,77403.0011,1776922168.419966494,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34678,443,76
3.0011,77403.0011,1776922168.484000901,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34470,21,76
3.0011,77403.0011,1776922168.515924033,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34478,21,76
4.0011,77404.0011,1776922169.311399278,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,39552,21,76
4.0011,77404.0011,1776922169.315933167,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34482,21,76
4.0011,77404.0011,1776922169.347927565,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34496,21,76
4.0011,77404.0011,1776922169.359709143,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,39568,21,76
4.0011,77404.0011,1776922169.379956131,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34654,443,76
