virtual_timestamp,time_of_day,real_timestamp,protocols,src_ip,dst_ip,src_port,dst_port,length
0.0000,12600.0000,1776920328.725432825,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,56938,443,76
0.0000,12600.0000,1776920328.744414686,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,56954,443,76
1.0009,12601.0009,1776920329.535573533,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,40404,21,76
1.0009,12601.0009,1776920329.560126152,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,40420,21,76
1.0009,12601.0009,1776920329.583019185,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,40430,21,76
1.0009,12601.0009,1776920329.664795949,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,56956,443,76
1.0009,12601.0009,1776920329.735937589,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,56938,443,76
1.0009,12601.0009,1776920329.764057941,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,56954,443,76
2.0011,12602.0011,1776920330.563956364,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,40404,21,76
2.0011,12602.0011,1776920330.567998518,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,40420,21,76
2.0011,12602.0011,1776920330.570459351,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,56966,443,76
2.0011,12602.0011,1776920330.599941274,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,40430,21,76
2.0011,12602.0011,1776920330.608108891,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,56982,443,76
2.0011,12602.0011,1776920330.619842049,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,40442,21,76
2.0011,12602.0011,1776920330.624844757,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,56996,443,76
2.0011,12602.0011,1776920330.680718858,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,40452,21,76
2.0011,12602.0011,1776920330.691955576,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,56956,443,76
3.0011,12603.0011,1776920331.539081746,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,57010,443,76
3.0011,12603.0011,1776920331.580661663,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,57012,443,76
3.0011,12603.0011,1776920331.591925416,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,56966,443,76
3.0011,12603.0011,1776920331.601743237,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,57026,443,76
3.0011,12603.0011,1776920331.619936409,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,56982,443,76
3.0011,12603.0011,1776920331.619937780,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,40442,21,76
3.0011,12603.0011,1776920331.625133313,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,40464,21,76
3.0011,12603.0011,1776920331.655936286,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,56996,443,76
3.0011,12603.0011,1776920331.683923721,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,40452,21,76
3.0011,12603.0011,1776920331.747977347,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,56938,443,76
3.0011,12603.0011,1776920331.779965838,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,56954,443,76
4.0011,12604.0011,1776920332.547933582,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,57010,443,76
4.0011,12604.0011,1776920332.579920927,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,40404,21,76
4.0011,12604.0011,1776920332.579922188,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,40420,21,76
4.0011,12604.0011,1776920332.611932004,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,57012,443,76
4.0011,12604.0011,1776920332.611933414,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,57026,443,76
4.0011,12604.0011,1776920332.615926573,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,40430,21,76
4.0011,12604.0011,1776920332.626773092,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,40478,21,76
4.0011,12604.0011,1776920332.643936748,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,40464,21,76
4.0011,12604.0011,1776920332.656954938,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,57034,443,76
