virtual_timestamp,time_of_day,real_timestamp,protocols,src_ip,dst_ip,src_port,dst_port,length
0.0000,82800.0000,1776794739.985387815,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,47336,21,76
0.0000,82800.0000,1776794740.001931935,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,47350,21,76
0.0000,82800.0000,1776794740.057450476,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,47362,21,76
1.0008,82801.0008,1776794740.728718676,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,47376,21,76
1.0008,82801.0008,1776794740.816049994,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,47378,21,76
1.0008,82801.0008,1776794740.829141671,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,47380,21,76
1.0008,82801.0008,1776794740.836556174,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,47392,21,76
1.0008,82801.0008,1776794740.850569314,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,47400,21,76
1.0008,82801.0008,1776794740.879165515,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,56302,443,76
1.0008,82801.0008,1776794741.010051816,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,47336,21,76
1.0008,82801.0008,1776794741.010053164,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,47350,21,76
1.0008,82801.0008,1776794741.074069137,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,47362,21,76
2.0011,82802.0011,1776794741.733632107,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,47414,21,76
2.0011,82802.0011,1776794741.746059828,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,47376,21,76
2.0011,82802.0011,1776794741.750905667,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,56316,443,76
2.0011,82802.0011,1776794741.795728209,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,47418,21,76
2.0011,82802.0011,1776794741.842074811,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,47380,21,76
2.0011,82802.0011,1776794741.846031107,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,47378,21,76
2.0011,82802.0011,1776794741.846032577,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,47392,21,76
2.0011,82802.0011,1776794741.860831666,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,56320,443,76
2.0011,82802.0011,1776794741.874149623,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,47400,21,76
2.0011,82802.0011,1776794741.906046702,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,56302,443,76
3.0011,82803.0011,1776794742.738043578,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,47414,21,76
3.0011,82803.0011,1776794742.749267442,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,56326,443,76
