virtual_timestamp,time_of_day,real_timestamp,protocols,src_ip,dst_ip,src_port,dst_port,length
0.0000,61200.0000,1776796577.376431958,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,37880,443,76
1.0011,61201.0011,1776796578.386118352,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,37880,443,76
2.0011,61202.0011,1776796579.235081391,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,57068,21,76
3.0011,61203.0011,1776796580.225216825,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,37890,443,76
3.0011,61203.0011,1776796580.230925974,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,37904,443,76
3.0011,61203.0011,1776796580.242079055,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,57068,21,76
3.0011,61203.0011,1776796580.402075895,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,37880,443,76
4.0011,61204.0011,1776796581.234057715,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,37904,443,76
4.0011,61204.0011,1776796581.238063500,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,37890,443,76
5.0011,61205.0011,1776796582.218715929,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,37908,443,76
5.0011,61205.0011,1776796582.258056128,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,57068,21,76
6.0011,61206.0011,1776796583.250071963,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,37904,443,76
6.0011,61206.0011,1776796583.250074983,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,37890,443,76
6.0011,61206.0011,1776796583.250076921,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,37908,443,76
7.0012,61207.0012,1776796584.626092614,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,37880,443,76
8.0011,61208.0011,1776796585.217606607,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,37922,443,76
8.0011,61208.0011,1776796585.266069388,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,37908,443,76
9.0011,61209.0011,1776796586.226033133,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,37922,443,76
9.0011,61209.0011,1776796586.418077232,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,57068,21,76
10.0012,61210.0012,1776796587.442036861,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,37890,443,76
10.0012,61210.0012,1776796587.442037955,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,37904,443,76
11.0011,61211.0011,1776796588.225864164,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34940,443,76
11.0011,61211.0011,1776796588.242091160,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,37922,443,76
12.0011,61212.0011,1776796589.212425795,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34952,443,76
12.0011,61212.0011,1776796589.234100134,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34940,443,76
13.0012,61213.0012,1776796589.490089854,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,37908,443,76
13.0012,61213.0012,1776796590.219544015,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34958,443,76
13.0012,61213.0012,1776796590.226038142,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34952,443,76
14.0011,61214.0011,1776796591.217856933,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34966,443,76
14.0011,61214.0011,1776796591.250076310,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34958,443,76
14.0011,61214.0011,1776796591.250078214,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34940,443,76
15.0011,61215.0011,1776796592.242055397,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34966,443,76
15.0011,61215.0011,1776796592.242057308,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34952,443,76
15.0011,61215.0011,1776796592.306092241,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,37922,443,76
16.0011,61216.0011,1776796592.818087197,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,37880,443,76
16.0011,61216.0011,1776796593.266038059,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34958,443,76
17.0011,61217.0011,1776796594.258074095,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34966,443,76
18.0011,61218.0011,1776796594.610071739,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,57068,21,76
18.0011,61218.0011,1776796595.220636339,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,33680,21,76
18.0011,61218.0011,1776796595.378078184,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34940,443,76
19.0011,61219.0011,1776796595.634044754,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,37904,443,76
19.0011,61219.0011,1776796595.634045984,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,37890,443,76
19.0011,61219.0011,1776796596.223983136,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,33684,21,76
19.0011,61219.0011,1776796596.242041492,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,33680,21,76
19.0011,61219.0011,1776796596.402067339,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34952,443,76
20.0006,61220.0006,1776796597.213980126,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,33290,443,76
20.0006,61220.0006,1776796597.238053248,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,33684,21,76
20.0006,61220.0006,1776796597.426043159,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34958,443,76
21.0011,61221.0011,1776796597.682043666,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,37908,443,76
21.0011,61221.0011,1776796598.219747520,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,52854,21,76
21.0011,61221.0011,1776796598.226376452,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,52868,21,76
21.0011,61221.0011,1776796598.230084633,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,33290,443,76
21.0011,61221.0011,1776796598.258080799,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,33680,21,76
21.0011,61221.0011,1776796598.450092716,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,34966,443,76
22.0007,61222.0007,1776796599.211899008,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,33294,443,76
22.0007,61222.0007,1776796599.224440610,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,33296,443,76
22.0007,61222.0007,1776796599.250096171,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,52868,21,76
22.0007,61222.0007,1776796599.250098581,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,33684,21,76
22.0007,61222.0007,1776796599.250101177,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,52854,21,76
23.0011,61223.0011,1776796600.242092300,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,33290,443,76
23.0011,61223.0011,1776796600.242116023,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,33296,443,76
23.0011,61223.0011,1776796600.242094283,sll:ethertype:ip:tcp,10.0.0.1,10.0.0.2,33294,443,76
